cid	uid	sessionid	qid	dqid	q_s_id	log_q_ts	q_detail	min(log_q_ts)	max(log_q_ts)
3	482E355C-EEA1-6095-69DC-C966332504A4	71E1E53A-7F5C-D0EC-1D9A-9CCA196324A5	4	A9C8931F-61B8-C4EB-1A9D-186E031CD5F4	1	1583983014	{"level":1,"stage":1,"hasCompleted":false}	1583983014	1583983120
3	7490ACC8-47C4-7FC1-C131-EFDE25103AC1	7251C3AB-5B85-B327-6DAB-1702D860E1A9	4	587E7D1A-00CC-5C55-4FCC-831FB8CDF358	1	1583940990	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583940990	1583941502
3	9EAC34B9-F7D4-B6C9-A76A-48909B40A9AB	725D382A-B22A-D189-D652-F028331E5A86	4	DDD3EDEE-C48F-FEF1-4391-A8BDB97CF22F	1	1583974493	{"level":1,"stage":1,"hasCompleted":false}	1583974493	1583974587
3	C9B8B8B6-ADE9-DB40-DED0-DDD985E523E9	73062AF4-3489-76F7-F815-43A3C5B11247	4	D89011D9-EDC1-71AB-154F-8B3423EBBE5E	1	1583947934	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583947934	1583948014
3	92C81179-013D-519D-8194-F1F534A04653	731496A2-3FE7-EB1C-2D17-F2F62FA08635	4	49F01B81-9448-AFAC-D4BF-C73D2A3812C0	1	1583985568	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583985568	1583985576
3	BB56B8CD-7A4B-CB32-63AC-26672B3398C4	7371D8BB-1E9E-93F8-F6FB-73EB4171836B	4	9B4D1C0D-12AE-3608-A207-2678EC364FCA	1	1583910890	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583910890	1583910919
3	F85F28EC-9CFA-F358-E52E-B1652FA91CEF	756BDDA5-DCA1-810C-73FE-CDC2DC4F10D4	4	1E90579B-26B0-E0CA-4BC5-AD6D44398682	1	1583950153	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583950153	1583952021
3	F555E76D-AC3D-CCF7-7094-C91F9EA7178E	768EF8CD-4C93-301F-1823-5051B891F926	4	109736B4-ECB4-1E0B-F79B-E080D78D6A88	1	1583987965	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583987965	1583987994
3	D5A4B217-9041-6BBA-408B-4FE380B3720B	775A0A53-B74F-2B51-C84A-23C64AF5347A	4	C9DF1831-4145-1875-5B31-DB9D525C3F85	1	1583966672	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583966672	1583966672
3	0D76B450-585E-CB17-A33C-4C6B3415ACE3	78E26897-D666-FF9F-039A-6E4206CFF79B	4	E9D9A9A5-2C70-FA75-9981-17E12A6FF1B1	1	1583922171	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583922171	1583922209
3	13F4A97F-FA82-9745-1AEA-8C216B4FA926	79D812E4-1DF8-CE71-8AFA-C182A6D8D693	4	FBF905F4-BF09-DC7B-8C45-55455728D88B	1	1583964617	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583964617	1583964776
3	82E74A53-8CE8-162B-46ED-5E2E17FD7224	7A8670B1-F788-5E0C-0F65-3854F90F8068	4	0C2B230A-DBED-271A-3A2A-1914E2C55217	1	1583992423	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583992423	1583992478
3	EA5E1360-C03E-AAF6-60DA-CB5F3626B04F	7B127FF8-0F29-6BC0-32AE-2A250CE665AE	4	196B045B-D11A-6DA1-F469-48D726840D7A	1	1583937980	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583937980	1583938032
3	8EB1F49B-14C1-8809-A81D-A219A8644B4C	7B594B23-6C82-CD09-953E-5B33B8CC52D2	10	7AECE93C-5712-CB74-4305-FF3163ACEB3D	1	1583970519	{"level":3,"stage":1,"hasCompleted":false,"replayCount":"1"}	1583970519	1583970789
3	9B431B0F-35ED-F13B-EEC9-1AAC68D21606	7CAB7A36-C73B-EC6F-262B-5F2BEC06F840	4	51693859-B357-79BF-8E69-825E0943C515	1	1583977756	{"level":1,"stage":1,"hasCompleted":false}	1583977756	1583977898
3	54718F18-E3A6-930D-9145-128C25EC4FA2	7D6B3706-8CEC-9596-F1FD-7A7D7B0F1E45	4	04510EB5-A6C4-BF0A-2786-42E0D0B2EA50	1	1583972883	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583972883	1583973047
3	1F3F8888-5AD3-87BC-EFEF-6953E80EB8BA	7D7EF78B-4708-48A8-F0DE-973C7F0F9E84	4	739C7F70-6E70-10C4-2D79-74EA9F433795	1	1583969797	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583969797	1583970000
3	C40209C8-666C-0BD6-A5CA-E6B67C139B21	7DC3BA57-D820-CF04-C2B8-50447BF9CA95	4	D9931276-4700-04F5-C5ED-4C95F69FC2CA	1	1584001925	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"8"}	1584001925	1584001925
3	965C622E-01E5-33A2-8E55-9CBB8D5FADF3	7E3C4EAD-6879-43F5-F3D3-A5846807C80F	4	46379145-741A-4D5C-518E-4E99BAD27875	1	1583952734	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583952734	1583952792
3	5E28060D-D486-3F94-4A37-8DC246650E06	7EC88A2A-8C0D-7233-B077-1742795E57E2	4	BDBAE033-0CFE-7237-F43F-DFAFB3930966	1	1583940993	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583940993	1583941654
3	331F3523-76A1-5DAA-16C0-F38A95EB2DC8	7FEF5325-017F-ADF4-D990-B842D8FBCFC2	4	F14A807F-F8C3-23D7-4C2F-83E44F29FA96	1	1583959561	{"level":1,"stage":1,"hasCompleted":false}	1583959561	1583959970
3	11AB8702-72DF-5E5A-5267-473DB57EF7FE	802ADF97-6CD7-2C45-35D3-EA38F07A3C35	31	819408A1-2BBD-7F18-DB10-28E328A60750	1	1584010996	{"level":6,"stage":1,"hasCompleted":false,"replayCount":"1"}	1584010996	1584011251
3	29E86A4C-5316-1F7C-ADAF-4AAA68FAB834	80450878-784D-CF59-A2A5-85DD497BD4EC	4	62F838C1-EDD9-A9C2-22C1-FB8F0ECE2E8C	1	1583935186	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583935186	1583935300
3	5522F3E6-B518-4A6F-E42D-F47AEE691464	8047A109-CF26-77E8-9C3E-7D5D045CCFC5	4	E14BD761-6AF8-8280-7AFE-A1F292F324C4	1	1583970708	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583970708	1583970726
3	599329B2-868B-44BA-8CDD-70689D800017	8152FD04-88D9-F8F2-6DF8-5E9C36E280A3	4	1B237014-7A88-9B45-B262-E4BB9DC2269B	1	1584003139	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"0"}	1584003139	1584003213
3	C60D809C-1686-0408-C5F2-44CA57D152F4	819B950F-B323-D0FC-6C52-67A0193808E1	4	DEA2F384-D7BF-4833-2EBD-CD3AB37229C0	1	1583975315	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583975315	1583975340
3	E409EC0F-8A14-EE20-F8E4-5744650DFD0E	82DA76ED-19B4-FB2F-1FA4-EC07ADE97DB4	4	DA1E6790-D899-DF05-A7A9-2D6428534FC2	1	1583978514	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583978514	1583978696
3	815ACA47-B219-839B-08FF-09B512347D5B	83C985FA-A471-E8D7-FE5D-2C1881E01494	4	4F385B09-478C-0C5D-3936-7635DB0FE363	1	1583925702	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583925702	1583925822
3	5CC7E575-C1D1-A7E6-50D7-9689A9702803	83F61680-D1DF-0859-C26F-2C42D67B1CD3	4	EB01E08D-1275-0E69-2824-16AB80CFA2BB	1	1583966408	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583966408	1583966796
3	69B64CDD-9466-281C-DCE4-461782F52F61	84076914-D779-3716-619E-EF20EA6A1A72	4	AA19847D-5548-1897-C01F-120E932BC17B	1	1584008202	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1584008202	1584008741
3	810FDE77-A458-EEC5-7437-DF27DE05BBDE	841EA505-572B-F3C6-1315-2F6C6F498128	4	91B8A74B-23A3-AE78-C853-8B3173DB9BBC	1	1583916436	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}	1583916436	1583916985
