cid	uid	sessionid	qid	dqid	q_s_id	log_q_ts	q_detail
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	1AAA89D4-BC86-6802-720C-E85498B8C93B	0	1584251797	{"level":1,"stage":1,"knivesThrown":3,"time":2.25,"levelTime":2.25,"levelKnivesThrown":3,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	D0A90378-609E-F176-3417-CBADFA694F6E	1	1584251797	{"level":1,"stage":2,"hasCompleted":false,"replayCount":"2","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	4DB3A7DB-5FB4-FD7A-7172-03D8BD9EF91E	1	1584251800	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"3","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	1ACF5002-3ECA-DB05-9823-546A449B6FE2	1	1584251803	{"level":1,"stage":2,"hasCompleted":false,"replayCount":"3","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	4DB3A7DB-5FB4-FD7A-7172-03D8BD9EF91E	0	1584251803	{"level":1,"stage":1,"knivesThrown":3,"time":2.2666666666667,"levelTime":2.2666666666667,"levelKnivesThrown":3,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	D2634258-A1B3-ECB7-67EB-46BE296143EB	1	1584251806	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"4","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	D2634258-A1B3-ECB7-67EB-46BE296143EB	0	1584251808	{"level":1,"stage":1,"knivesThrown":3,"time":2.2833333333333,"levelTime":2.2833333333333,"levelKnivesThrown":3,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	3C4E76EE-92CC-E667-B394-DA484D6D4B1C	1	1584251808	{"level":1,"stage":2,"hasCompleted":false,"replayCount":"4","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	BC1AAAB0-E2EB-2DF6-6750-1FAAE46916CD	1	1584251812	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"5","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	BC1AAAB0-E2EB-2DF6-6750-1FAAE46916CD	0	1584251814	{"level":1,"stage":1,"knivesThrown":3,"time":2.25,"levelTime":2.25,"levelKnivesThrown":3,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	491493C7-E24F-03B3-6F99-8BCBF54860A9	1	1584251814	{"level":1,"stage":2,"hasCompleted":false,"replayCount":"5","throwerSpeed":225}
