cid	uid	sessionid	qid	dqid	q_s_id	log_q_ts	q_detail	min(log_q_ts)	max(log_q_ts)
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	B44D29D2-EDFE-7769-E7EC-642A687FCF04	1	1584251768	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0","throwerSpeed":225}	1584251768	1584253288
5	1EEE20E9-E90E-E35A-F9F6-7FD3CDF13A79	47F76CE7-DBB5-7752-9238-8ED59CAB6798	1	1FA0AD99-F035-60C1-A1FC-C4C7F364622C	1	1584250418	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0","throwerSpeed":225}	1584250418	1584250445
5	04190E0D-1105-52B9-4232-ED9C0A8574D6	57B8CCA1-A06F-1237-4009-C1EADBE91919	1	F52A04D6-911C-2754-E73D-870D28758A70	1	1584243233	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0","throwerSpeed":225}	1584243233	1584243253
5	65BFA096-5A30-7DFD-CEC2-6B9DF072CD79	58E7B351-CD6A-EB5B-5726-E0B445C786F4	1	183681D7-8968-E6D7-D997-5BDFD87349DD	1	1584300226	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0","throwerSpeed":225}	1584300226	1584301015
5	404AF052-D3C7-9E44-44C4-F2A565419851	8765C485-74CB-16CB-109F-6575F003C4A2	1	AB29DAF7-C26C-E0A6-E3E0-695C0D1591E3	1	1584263023	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0","throwerSpeed":225}	1584263023	1584263048
5	9508DDC3-19F1-36F6-2518-695B5E034FC6	A2E69323-DEB9-6A21-9268-FC44573F7125	1	B2DF905A-79B2-E605-8802-ADE6AE086557	1	1584299455	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0","throwerSpeed":225}	1584299455	1584299616
5	BE50AD2F-53B0-D62E-A75D-2A0230EB1CE9	DE35F843-90BF-04D1-8449-9882BA9AC67F	1	AC71AA54-46A2-6B8C-61E0-4DD303B694F0	1	1584300359	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0","throwerSpeed":225}	1584300359	1584300519
5	EBAD2B16-C32D-06C3-1A98-7978907E345C	EF537EA5-1AE2-08EF-D8C2-0C67E570D4BE	1	2D33C526-74B1-1A91-9E69-E246C249C5D9	1	1584305840	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0","throwerSpeed":225}	1584305840	1584305987
