cid	uid	sessionid	qid	dqid	aid	qaction_seqid	log_ts	a_detail
7	5B27B4AF-C0B9-AB33-43BD-E46675296A24	E79C5EEA-C8EA-8A69-9275-F9AEE07BFBF1	17	584DCAD4-CC76-C81F-780D-5E74338580FA	4	80	1584283719	{"level":6,"stage":2,"targetsLeft":2,"knivesThrown":123,"time":79.249999999997,"levelTime":44.199999999999,"levelKnivesThrown":60,"throwerSpeed":225,"skipOffered":true}
7	5B27B4AF-C0B9-AB33-43BD-E46675296A24	E79C5EEA-C8EA-8A69-9275-F9AEE07BFBF1	17	584DCAD4-CC76-C81F-780D-5E74338580FA	4	80	1584283719	{"level":6,"stage":2,"targetsLeft":2,"knivesThrown":123,"time":79.249999999997,"levelTime":44.199999999999,"levelKnivesThrown":60,"throwerSpeed":225,"skipOffered":true}
7	5B27B4AF-C0B9-AB33-43BD-E46675296A24	E79C5EEA-C8EA-8A69-9275-F9AEE07BFBF1	19	A5009777-D2B4-41F4-C622-084EFE66171E	4	77	1584283770	{"level":6,"stage":4,"targetsLeft":1,"knivesThrown":311,"time":126.03333333333,"levelTime":20.9,"levelKnivesThrown":62,"throwerSpeed":225,"skipOffered":true}
7	5B27B4AF-C0B9-AB33-43BD-E46675296A24	E79C5EEA-C8EA-8A69-9275-F9AEE07BFBF1	19	A5009777-D2B4-41F4-C622-084EFE66171E	4	77	1584283770	{"level":6,"stage":4,"targetsLeft":1,"knivesThrown":311,"time":126.03333333333,"levelTime":20.9,"levelKnivesThrown":62,"throwerSpeed":225,"skipOffered":true}
8	8B358E59-2654-8079-D621-89C6D8A444DC	1C7CC890-244A-F737-990C-7AB363BF1CB7	4	3CD0EA8D-E875-3CC1-C3CE-D9C395999384	4	33	1584283849	{"level":2,"stage":1,"targetsLeft":1,"knivesThrown":27,"time":20.116666666667,"levelTime":20.116666666667,"levelKnivesThrown":27,"throwerSpeed":225,"skipOffered":true}
8	8B358E59-2654-8079-D621-89C6D8A444DC	1C7CC890-244A-F737-990C-7AB363BF1CB7	4	3CD0EA8D-E875-3CC1-C3CE-D9C395999384	4	33	1584283849	{"level":2,"stage":1,"targetsLeft":1,"knivesThrown":27,"time":20.116666666667,"levelTime":20.116666666667,"levelKnivesThrown":27,"throwerSpeed":225,"skipOffered":true}
8	8B358E59-2654-8079-D621-89C6D8A444DC	1C7CC890-244A-F737-990C-7AB363BF1CB7	5	14B6FADF-749C-4284-9C4C-0F423B65221A	4	71	1584283881	{"level":2,"stage":2,"targetsLeft":1,"knivesThrown":100,"time":51.449999999998,"levelTime":20.15,"levelKnivesThrown":64,"throwerSpeed":225,"skipOffered":true}
8	8B358E59-2654-8079-D621-89C6D8A444DC	1C7CC890-244A-F737-990C-7AB363BF1CB7	5	14B6FADF-749C-4284-9C4C-0F423B65221A	4	71	1584283881	{"level":2,"stage":2,"targetsLeft":1,"knivesThrown":100,"time":51.449999999998,"levelTime":20.15,"levelKnivesThrown":64,"throwerSpeed":225,"skipOffered":true}
8	9F1E579F-1BD3-49E9-E16F-89CA6D631A75	AA27DC83-B9A6-2F24-53E2-0C18E7841D13	12	151D0A3C-6639-FDF6-76BF-81FE0DB9C2F3	4	32	1584284038	{"level":4,"stage":3,"targetsLeft":1,"knivesThrown":43,"time":58.916666666665,"levelTime":31.599999999999,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
8	9F1E579F-1BD3-49E9-E16F-89CA6D631A75	AA27DC83-B9A6-2F24-53E2-0C18E7841D13	12	151D0A3C-6639-FDF6-76BF-81FE0DB9C2F3	4	32	1584284038	{"level":4,"stage":3,"targetsLeft":1,"knivesThrown":43,"time":58.916666666665,"levelTime":31.599999999999,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
8	9F1E579F-1BD3-49E9-E16F-89CA6D631A75	AA27DC83-B9A6-2F24-53E2-0C18E7841D13	15	961C3F4F-9FD9-F3C9-96C4-ABC445446E71	4	43	1584284175	{"level":5,"stage":3,"targetsLeft":1,"knivesThrown":68,"time":50.716666666665,"levelTime":20.05,"levelKnivesThrown":28,"throwerSpeed":225,"skipOffered":true}
8	9F1E579F-1BD3-49E9-E16F-89CA6D631A75	AA27DC83-B9A6-2F24-53E2-0C18E7841D13	15	961C3F4F-9FD9-F3C9-96C4-ABC445446E71	4	43	1584284175	{"level":5,"stage":3,"targetsLeft":1,"knivesThrown":68,"time":50.716666666665,"levelTime":20.05,"levelKnivesThrown":28,"throwerSpeed":225,"skipOffered":true}
8	9F1E579F-1BD3-49E9-E16F-89CA6D631A75	AA27DC83-B9A6-2F24-53E2-0C18E7841D13	17	D0F6ED3F-6938-17AA-D53B-A74CC401AF8A	4	81	1584284224	{"level":6,"stage":2,"targetsLeft":3,"knivesThrown":111,"time":42.333333333332,"levelTime":30.533333333333,"levelKnivesThrown":60,"throwerSpeed":225,"skipOffered":true}
8	9F1E579F-1BD3-49E9-E16F-89CA6D631A75	AA27DC83-B9A6-2F24-53E2-0C18E7841D13	17	D0F6ED3F-6938-17AA-D53B-A74CC401AF8A	4	81	1584284224	{"level":6,"stage":2,"targetsLeft":3,"knivesThrown":111,"time":42.333333333332,"levelTime":30.533333333333,"levelKnivesThrown":60,"throwerSpeed":225,"skipOffered":true}
8	9F1E579F-1BD3-49E9-E16F-89CA6D631A75	AA27DC83-B9A6-2F24-53E2-0C18E7841D13	18	E2193470-76D6-AB97-03E1-2E7DF09CD0E0	4	85	1584284258	{"level":6,"stage":3,"targetsLeft":1,"knivesThrown":201,"time":73.416666666664,"levelTime":20.883333333333,"levelKnivesThrown":66,"throwerSpeed":225,"skipOffered":true}
8	9F1E579F-1BD3-49E9-E16F-89CA6D631A75	AA27DC83-B9A6-2F24-53E2-0C18E7841D13	18	E2193470-76D6-AB97-03E1-2E7DF09CD0E0	4	85	1584284258	{"level":6,"stage":3,"targetsLeft":1,"knivesThrown":201,"time":73.416666666664,"levelTime":20.883333333333,"levelKnivesThrown":66,"throwerSpeed":225,"skipOffered":true}
8	9F1E579F-1BD3-49E9-E16F-89CA6D631A75	AA27DC83-B9A6-2F24-53E2-0C18E7841D13	23	C0E7D666-9E9C-9CD7-3C76-C554454A664E	4	57	1584284385	{"level":7,"stage":3,"targetsLeft":1,"knivesThrown":79,"time":85.68333333333,"levelTime":52.666666666665,"levelKnivesThrown":45,"throwerSpeed":225,"skipOffered":true}
8	9F1E579F-1BD3-49E9-E16F-89CA6D631A75	AA27DC83-B9A6-2F24-53E2-0C18E7841D13	23	C0E7D666-9E9C-9CD7-3C76-C554454A664E	5	96	1584284428	{"level":7,"stage":3,"targetsLeft":1,"knivesThrown":108,"time":128.01666666666,"levelTime":94.999999999996,"levelKnivesThrown":74,"throwerSpeed":225,"skipOffered":true,"skipped":true}
7	D4EF2745-6C9D-AAB5-277F-D85ACCD6A97E	133D60F5-B90A-AF2E-67FA-4375C9412C63	14	241B8CA5-7EF5-9134-A96B-78E221F6EF8E	4	43	1584284477	{"level":5,"stage":2,"targetsLeft":1,"knivesThrown":45,"time":31.983333333333,"levelTime":21.516666666667,"levelKnivesThrown":30,"throwerSpeed":225,"skipOffered":true}
7	D4EF2745-6C9D-AAB5-277F-D85ACCD6A97E	133D60F5-B90A-AF2E-67FA-4375C9412C63	14	241B8CA5-7EF5-9134-A96B-78E221F6EF8E	4	43	1584284477	{"level":5,"stage":2,"targetsLeft":1,"knivesThrown":45,"time":31.983333333333,"levelTime":21.516666666667,"levelKnivesThrown":30,"throwerSpeed":225,"skipOffered":true}
7	D4EF2745-6C9D-AAB5-277F-D85ACCD6A97E	133D60F5-B90A-AF2E-67FA-4375C9412C63	23	A48E4A69-7255-D020-5791-BBF21BBB61AB	4	57	1584284653	{"level":7,"stage":3,"targetsLeft":1,"knivesThrown":97,"time":71.416666666664,"levelTime":35.216666666666,"levelKnivesThrown":45,"throwerSpeed":225,"skipOffered":true}
7	D4EF2745-6C9D-AAB5-277F-D85ACCD6A97E	133D60F5-B90A-AF2E-67FA-4375C9412C63	23	A48E4A69-7255-D020-5791-BBF21BBB61AB	4	57	1584284653	{"level":7,"stage":3,"targetsLeft":1,"knivesThrown":97,"time":71.416666666664,"levelTime":35.216666666666,"levelKnivesThrown":45,"throwerSpeed":225,"skipOffered":true}
8	A40C9CD1-4470-8540-028B-57701CD2A188	B5FBC009-A199-F6EB-84E5-953A8344AA8F	17	03839433-D733-A5C9-8368-8D91E3488B7D	4	104	1584285343	{"level":6,"stage":2,"targetsLeft":1,"knivesThrown":115,"time":87.116666666663,"levelTime":77.999999999997,"levelKnivesThrown":60,"throwerSpeed":225,"skipOffered":true}
7	DBED3F12-150E-81B7-0D74-C7D60825B644	BB5A5859-84F9-D447-3F8D-A6AE4B33A47C	4	4651CF7D-48E7-8647-1176-4F12B47DB549	4	45	1584285969	{"level":2,"stage":1,"targetsLeft":1,"knivesThrown":38,"time":20.1,"levelTime":20.1,"levelKnivesThrown":38,"throwerSpeed":225,"skipOffered":true}
7	DBED3F12-150E-81B7-0D74-C7D60825B644	BB5A5859-84F9-D447-3F8D-A6AE4B33A47C	4	4651CF7D-48E7-8647-1176-4F12B47DB549	5	49	1584285971	{"level":2,"stage":1,"targetsLeft":1,"knivesThrown":40,"time":22.966666666667,"levelTime":22.966666666667,"levelKnivesThrown":40,"throwerSpeed":225,"skipOffered":true,"skipped":true}
7	E984AFF4-5A4C-CDB4-A0D7-6980ACCA8480	644537B2-479A-F5C5-DEB8-387669C88CDE	4	680396B1-2CFE-AA3C-30A9-B9BF531C1F16	4	45	1584286048	{"level":2,"stage":1,"targetsLeft":1,"knivesThrown":40,"time":21.466666666667,"levelTime":21.466666666667,"levelKnivesThrown":40,"throwerSpeed":225,"skipOffered":true}
7	E984AFF4-5A4C-CDB4-A0D7-6980ACCA8480	644537B2-479A-F5C5-DEB8-387669C88CDE	4	680396B1-2CFE-AA3C-30A9-B9BF531C1F16	4	45	1584286048	{"level":2,"stage":1,"targetsLeft":1,"knivesThrown":40,"time":21.466666666667,"levelTime":21.466666666667,"levelKnivesThrown":40,"throwerSpeed":225,"skipOffered":true}
8	94CFB963-F08D-47B5-B9CF-6227EDA02229	AB39EAA3-B34E-AF12-7032-79E21DA58F5C	17	E8931343-7310-B1C6-4EBA-E15EF1E57E76	4	85	1584286156	{"level":6,"stage":2,"targetsLeft":1,"knivesThrown":108,"time":88.43333333333,"levelTime":52.233333333332,"levelKnivesThrown":60,"throwerSpeed":225,"skipOffered":true}
8	94CFB963-F08D-47B5-B9CF-6227EDA02229	AB39EAA3-B34E-AF12-7032-79E21DA58F5C	17	E8931343-7310-B1C6-4EBA-E15EF1E57E76	5	93	1584286160	{"level":6,"stage":2,"targetsLeft":1,"knivesThrown":111,"time":92.216666666663,"levelTime":56.016666666665,"levelKnivesThrown":63,"throwerSpeed":225,"skipOffered":true,"skipped":true}
8	BD53857C-CE93-2D1F-8B68-F09147ABC308	BE1CAD2A-DC2C-A72C-1670-6D2D55363054	4	8654678E-9DC5-CA2A-A5FE-42F3A6A50900	4	29	1584286496	{"level":2,"stage":1,"targetsLeft":2,"knivesThrown":25,"time":26.183333333333,"levelTime":26.183333333333,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
8	BD53857C-CE93-2D1F-8B68-F09147ABC308	BE1CAD2A-DC2C-A72C-1670-6D2D55363054	4	8654678E-9DC5-CA2A-A5FE-42F3A6A50900	5	32	1584286498	{"level":2,"stage":1,"targetsLeft":2,"knivesThrown":26,"time":29.216666666666,"levelTime":29.216666666666,"levelKnivesThrown":26,"throwerSpeed":225,"skipOffered":true,"skipped":true}
7	55AB2124-7E14-8864-B290-591A6B7E1258	10ECC99C-AB62-456B-8368-241B1C43E3CF	11	A81F61A6-9FA1-FBC5-D617-B869CB5FFAA0	4	31	1584287129	{"level":4,"stage":2,"targetsLeft":1,"knivesThrown":29,"time":34.433333333333,"levelTime":28.75,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
7	55AB2124-7E14-8864-B290-591A6B7E1258	10ECC99C-AB62-456B-8368-241B1C43E3CF	11	A81F61A6-9FA1-FBC5-D617-B869CB5FFAA0	4	31	1584287129	{"level":4,"stage":2,"targetsLeft":1,"knivesThrown":29,"time":34.433333333333,"levelTime":28.75,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
8	3D64BE8E-C8D8-8B05-264E-A360CFFAF8B1	FE8B6A0B-BCDF-BC65-A61A-B165794F1252	4	D0F69D5D-EB15-4ACC-5645-4B901DFBCE18	4	30	1584287629	{"level":2,"stage":1,"targetsLeft":1,"knivesThrown":25,"time":26.733333333333,"levelTime":26.733333333333,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
8	3D64BE8E-C8D8-8B05-264E-A360CFFAF8B1	FE8B6A0B-BCDF-BC65-A61A-B165794F1252	4	D0F69D5D-EB15-4ACC-5645-4B901DFBCE18	4	30	1584287629	{"level":2,"stage":1,"targetsLeft":1,"knivesThrown":25,"time":26.733333333333,"levelTime":26.733333333333,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
7	55AB2124-7E14-8864-B290-591A6B7E1258	10ECC99C-AB62-456B-8368-241B1C43E3CF	22	1F7FED55-567F-5FF6-C4DB-9ACBF97C11A5	4	48	1584288379	{"level":7,"stage":2,"targetsLeft":1,"knivesThrown":68,"time":28.816666666666,"levelTime":22.8,"levelKnivesThrown":45,"throwerSpeed":225,"skipOffered":true}
7	64B40965-76B3-338C-84A6-EA77B34E1165	6DF0B883-C66B-F0B0-3A0B-7E8C016B4408	9	27ABB562-8A82-94D2-900D-80A88BDC7C83	4	24	1584288421	{"level":3,"stage":3,"targetsLeft":2,"knivesThrown":29,"time":57.083333333331,"levelTime":37.449999999999,"levelKnivesThrown":20,"throwerSpeed":225,"skipOffered":true}
7	64B40965-76B3-338C-84A6-EA77B34E1165	6DF0B883-C66B-F0B0-3A0B-7E8C016B4408	9	27ABB562-8A82-94D2-900D-80A88BDC7C83	4	24	1584288421	{"level":3,"stage":3,"targetsLeft":2,"knivesThrown":29,"time":57.083333333331,"levelTime":37.449999999999,"levelKnivesThrown":20,"throwerSpeed":225,"skipOffered":true}
8	C34D4677-DBBF-8282-6086-CBAB6CEEDEC9	B4C67BA8-8297-D486-DC59-AE1244355334	9	CD4C853B-4ADB-DE37-3851-46CCBA613B4F	4	40	1584288603	{"level":3,"stage":3,"targetsLeft":1,"knivesThrown":50,"time":38.633333333332,"levelTime":20.783333333333,"levelKnivesThrown":33,"throwerSpeed":225,"skipOffered":true}
8	C34D4677-DBBF-8282-6086-CBAB6CEEDEC9	B4C67BA8-8297-D486-DC59-AE1244355334	9	CD4C853B-4ADB-DE37-3851-46CCBA613B4F	4	40	1584288603	{"level":3,"stage":3,"targetsLeft":1,"knivesThrown":50,"time":38.633333333332,"levelTime":20.783333333333,"levelKnivesThrown":33,"throwerSpeed":225,"skipOffered":true}
8	C34D4677-DBBF-8282-6086-CBAB6CEEDEC9	B4C67BA8-8297-D486-DC59-AE1244355334	12	DCE9CF51-265A-F6E3-2B0A-1293EAF23BD1	4	37	1584288675	{"level":4,"stage":3,"targetsLeft":1,"knivesThrown":49,"time":53.316666666665,"levelTime":27.583333333333,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
8	5863C2E1-2838-8FB4-1F25-3BCFC54CCF22	0C3C1C73-217B-3BB0-DDD8-359EC309F1D3	4	6124C878-B14F-BD4A-7E2E-3D16FBCE6B6B	4	31	1584288711	{"level":2,"stage":1,"targetsLeft":1,"knivesThrown":25,"time":20.4,"levelTime":20.4,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
8	5863C2E1-2838-8FB4-1F25-3BCFC54CCF22	0C3C1C73-217B-3BB0-DDD8-359EC309F1D3	4	6124C878-B14F-BD4A-7E2E-3D16FBCE6B6B	4	31	1584288711	{"level":2,"stage":1,"targetsLeft":1,"knivesThrown":25,"time":20.4,"levelTime":20.4,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
8	83AE559E-5EC3-4A95-FAC4-E0AB55AA8790	8E19FF2D-7858-CA2A-D80F-420E78981BEC	5	80431CAB-BD0A-68B8-C597-E0D7F3B968D4	4	41	1584288767	{"level":2,"stage":2,"targetsLeft":3,"knivesThrown":47,"time":25.65,"levelTime":20,"levelKnivesThrown":37,"throwerSpeed":225,"skipOffered":true}
8	83AE559E-5EC3-4A95-FAC4-E0AB55AA8790	8E19FF2D-7858-CA2A-D80F-420E78981BEC	5	80431CAB-BD0A-68B8-C597-E0D7F3B968D4	4	41	1584288767	{"level":2,"stage":2,"targetsLeft":3,"knivesThrown":47,"time":25.65,"levelTime":20,"levelKnivesThrown":37,"throwerSpeed":225,"skipOffered":true}
8	83AE559E-5EC3-4A95-FAC4-E0AB55AA8790	8E19FF2D-7858-CA2A-D80F-420E78981BEC	8	A35D57D0-9D29-CC84-2817-973A1A917385	4	28	1584288841	{"level":3,"stage":2,"targetsLeft":1,"knivesThrown":45,"time":39.683333333332,"levelTime":21.9,"levelKnivesThrown":20,"throwerSpeed":225,"skipOffered":true}
8	83AE559E-5EC3-4A95-FAC4-E0AB55AA8790	8E19FF2D-7858-CA2A-D80F-420E78981BEC	8	A35D57D0-9D29-CC84-2817-973A1A917385	4	28	1584288841	{"level":3,"stage":2,"targetsLeft":1,"knivesThrown":45,"time":39.683333333332,"levelTime":21.9,"levelKnivesThrown":20,"throwerSpeed":225,"skipOffered":true}
7	CCB3D47D-ECEF-75E1-5923-F8BFCC206185	EC4102A4-8192-BF3D-EC8C-E9C8559431C6	9	E341CE0E-D2D0-CB7B-FEE3-860D8850AD4F	4	25	1584288863	{"level":3,"stage":3,"targetsLeft":1,"knivesThrown":35,"time":51.916666666665,"levelTime":23.316666666667,"levelKnivesThrown":20,"throwerSpeed":225,"skipOffered":true}
7	CCB3D47D-ECEF-75E1-5923-F8BFCC206185	EC4102A4-8192-BF3D-EC8C-E9C8559431C6	9	E341CE0E-D2D0-CB7B-FEE3-860D8850AD4F	4	25	1584288863	{"level":3,"stage":3,"targetsLeft":1,"knivesThrown":35,"time":51.916666666665,"levelTime":23.316666666667,"levelKnivesThrown":20,"throwerSpeed":225,"skipOffered":true}
8	83AE559E-5EC3-4A95-FAC4-E0AB55AA8790	8E19FF2D-7858-CA2A-D80F-420E78981BEC	11	95E777D0-3CB9-9039-B014-3B06BE87C1DB	4	28	1584288901	{"level":4,"stage":2,"targetsLeft":1,"knivesThrown":27,"time":28.866666666666,"levelTime":24.816666666667,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
8	83AE559E-5EC3-4A95-FAC4-E0AB55AA8790	8E19FF2D-7858-CA2A-D80F-420E78981BEC	11	95E777D0-3CB9-9039-B014-3B06BE87C1DB	5	32	1584288902	{"level":4,"stage":2,"targetsLeft":1,"knivesThrown":29,"time":31.383333333333,"levelTime":27.333333333333,"levelKnivesThrown":27,"throwerSpeed":225,"skipOffered":true,"skipped":true}
7	CCB3D47D-ECEF-75E1-5923-F8BFCC206185	EC4102A4-8192-BF3D-EC8C-E9C8559431C6	12	9EB5F363-D695-12F4-28D7-FCFFC2CFAFF8	4	35	1584288921	{"level":4,"stage":3,"targetsLeft":1,"knivesThrown":32,"time":51.783333333332,"levelTime":38.849999999999,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
7	CCB3D47D-ECEF-75E1-5923-F8BFCC206185	EC4102A4-8192-BF3D-EC8C-E9C8559431C6	12	9EB5F363-D695-12F4-28D7-FCFFC2CFAFF8	4	35	1584288921	{"level":4,"stage":3,"targetsLeft":1,"knivesThrown":32,"time":51.783333333332,"levelTime":38.849999999999,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
8	83AE559E-5EC3-4A95-FAC4-E0AB55AA8790	8E19FF2D-7858-CA2A-D80F-420E78981BEC	15	0AC6746C-2232-1267-5B0B-71EE8A803170	4	46	1584288958	{"level":5,"stage":3,"targetsLeft":1,"knivesThrown":80,"time":52.166666666665,"levelTime":21.5,"levelKnivesThrown":33,"throwerSpeed":225,"skipOffered":true}
8	83AE559E-5EC3-4A95-FAC4-E0AB55AA8790	8E19FF2D-7858-CA2A-D80F-420E78981BEC	15	0AC6746C-2232-1267-5B0B-71EE8A803170	4	46	1584288958	{"level":5,"stage":3,"targetsLeft":1,"knivesThrown":80,"time":52.166666666665,"levelTime":21.5,"levelKnivesThrown":33,"throwerSpeed":225,"skipOffered":true}
8	83AE559E-5EC3-4A95-FAC4-E0AB55AA8790	8E19FF2D-7858-CA2A-D80F-420E78981BEC	17	48A64B15-5262-F7A3-8EBE-4E27A63965DE	4	79	1584289012	{"level":6,"stage":2,"targetsLeft":1,"knivesThrown":124,"time":35.566666666666,"levelTime":29.216666666666,"levelKnivesThrown":60,"throwerSpeed":225,"skipOffered":true}
8	83AE559E-5EC3-4A95-FAC4-E0AB55AA8790	8E19FF2D-7858-CA2A-D80F-420E78981BEC	17	48A64B15-5262-F7A3-8EBE-4E27A63965DE	5	91	1584289013	{"level":6,"stage":2,"targetsLeft":1,"knivesThrown":131,"time":37.949999999999,"levelTime":31.599999999999,"levelKnivesThrown":67,"throwerSpeed":225,"skipOffered":true,"skipped":true}
7	CCB3D47D-ECEF-75E1-5923-F8BFCC206185	EC4102A4-8192-BF3D-EC8C-E9C8559431C6	22	1B91D347-0387-6608-9A68-F6ED69006056	4	54	1584289231	{"level":7,"stage":2,"targetsLeft":1,"knivesThrown":59,"time":87.13333333333,"levelTime":71.633333333331,"levelKnivesThrown":45,"throwerSpeed":225,"skipOffered":true}
7	CCB3D47D-ECEF-75E1-5923-F8BFCC206185	EC4102A4-8192-BF3D-EC8C-E9C8559431C6	22	1B91D347-0387-6608-9A68-F6ED69006056	4	54	1584289231	{"level":7,"stage":2,"targetsLeft":1,"knivesThrown":59,"time":87.13333333333,"levelTime":71.633333333331,"levelKnivesThrown":45,"throwerSpeed":225,"skipOffered":true}
8	E740BC7F-8305-37E1-D93D-4098EFB0E95C	2D2DB385-D2F6-63D3-A6FC-6952A8C2B699	12	99EA2DED-9E97-B005-39B7-17365A709BE4	4	32	1584289412	{"level":4,"stage":3,"targetsLeft":1,"knivesThrown":34,"time":39.233333333332,"levelTime":24.683333333333,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
8	E740BC7F-8305-37E1-D93D-4098EFB0E95C	2D2DB385-D2F6-63D3-A6FC-6952A8C2B699	12	99EA2DED-9E97-B005-39B7-17365A709BE4	4	32	1584289412	{"level":4,"stage":3,"targetsLeft":1,"knivesThrown":34,"time":39.233333333332,"levelTime":24.683333333333,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
8	2AF47DBF-B8B7-3DF0-C11E-34ACEC177357	E08FE251-43FF-84E1-7242-6F12B3CEA41E	4	7198597B-1B1B-1581-369D-9DD981B205FD	4	45	1584289561	{"level":2,"stage":1,"targetsLeft":2,"knivesThrown":40,"time":20.016666666667,"levelTime":20.016666666667,"levelKnivesThrown":40,"throwerSpeed":225,"skipOffered":true}
8	2AF47DBF-B8B7-3DF0-C11E-34ACEC177357	E08FE251-43FF-84E1-7242-6F12B3CEA41E	4	7198597B-1B1B-1581-369D-9DD981B205FD	4	45	1584289561	{"level":2,"stage":1,"targetsLeft":2,"knivesThrown":40,"time":20.016666666667,"levelTime":20.016666666667,"levelKnivesThrown":40,"throwerSpeed":225,"skipOffered":true}
8	E740BC7F-8305-37E1-D93D-4098EFB0E95C	2D2DB385-D2F6-63D3-A6FC-6952A8C2B699	23	EC56FB2F-1D63-5E33-F333-4BE070B728F7	4	51	1584289717	{"level":7,"stage":3,"targetsLeft":1,"knivesThrown":89,"time":75.616666666664,"levelTime":54.083333333332,"levelKnivesThrown":45,"throwerSpeed":225,"skipOffered":true}
8	E740BC7F-8305-37E1-D93D-4098EFB0E95C	2D2DB385-D2F6-63D3-A6FC-6952A8C2B699	23	EC56FB2F-1D63-5E33-F333-4BE070B728F7	4	51	1584289717	{"level":7,"stage":3,"targetsLeft":1,"knivesThrown":89,"time":75.616666666664,"levelTime":54.083333333332,"levelKnivesThrown":45,"throwerSpeed":225,"skipOffered":true}
8	D259F96E-A3BA-8486-FC13-9A00CF0632D3	7BD30F9B-DB46-4010-723B-F114138BDBF5	5	E8E530ED-429C-1431-7DB0-D291CB35F498	4	36	1584289799	{"level":2,"stage":2,"targetsLeft":2,"knivesThrown":39,"time":40.066666666666,"levelTime":24.733333333333,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
8	D259F96E-A3BA-8486-FC13-9A00CF0632D3	7BD30F9B-DB46-4010-723B-F114138BDBF5	5	E8E530ED-429C-1431-7DB0-D291CB35F498	4	36	1584289799	{"level":2,"stage":2,"targetsLeft":2,"knivesThrown":39,"time":40.066666666666,"levelTime":24.733333333333,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
7	AB9290C0-E14C-243B-F4CC-D6B15FE228EE	AFCF1268-FC28-1A30-FB5B-7EE61B2BEED4	9	03E2D502-E240-0D30-2B06-9489474889EA	4	30	1584289816	{"level":3,"stage":3,"targetsLeft":1,"knivesThrown":37,"time":36.483333333333,"levelTime":20.05,"levelKnivesThrown":26,"throwerSpeed":225,"skipOffered":true}
7	AB9290C0-E14C-243B-F4CC-D6B15FE228EE	AFCF1268-FC28-1A30-FB5B-7EE61B2BEED4	9	03E2D502-E240-0D30-2B06-9489474889EA	4	30	1584289816	{"level":3,"stage":3,"targetsLeft":1,"knivesThrown":37,"time":36.483333333333,"levelTime":20.05,"levelKnivesThrown":26,"throwerSpeed":225,"skipOffered":true}
7	AB9290C0-E14C-243B-F4CC-D6B15FE228EE	AFCF1268-FC28-1A30-FB5B-7EE61B2BEED4	12	93E2B29C-93D7-D642-E4BC-EEFDD5465ACE	4	36	1584289874	{"level":4,"stage":3,"targetsLeft":1,"knivesThrown":39,"time":54.133333333332,"levelTime":34.833333333333,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
7	AB9290C0-E14C-243B-F4CC-D6B15FE228EE	AFCF1268-FC28-1A30-FB5B-7EE61B2BEED4	12	93E2B29C-93D7-D642-E4BC-EEFDD5465ACE	4	36	1584289874	{"level":4,"stage":3,"targetsLeft":1,"knivesThrown":39,"time":54.133333333332,"levelTime":34.833333333333,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
8	D259F96E-A3BA-8486-FC13-9A00CF0632D3	7BD30F9B-DB46-4010-723B-F114138BDBF5	12	77664281-C96D-C202-F283-E38759C05337	4	35	1584289895	{"level":4,"stage":3,"targetsLeft":1,"knivesThrown":35,"time":43.683333333332,"levelTime":27.55,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
8	D259F96E-A3BA-8486-FC13-9A00CF0632D3	7BD30F9B-DB46-4010-723B-F114138BDBF5	12	77664281-C96D-C202-F283-E38759C05337	4	35	1584289895	{"level":4,"stage":3,"targetsLeft":1,"knivesThrown":35,"time":43.683333333332,"levelTime":27.55,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
7	C1FD9AE5-96D4-BF4F-A75D-9EE931666452	5ABE6F80-547B-876F-2B48-32FF8DF00A25	12	F4E44465-16AC-AE1B-C69D-580398173CB2	4	34	1584290011	{"level":4,"stage":3,"targetsLeft":1,"knivesThrown":31,"time":34.316666666666,"levelTime":24.6,"levelKnivesThrown":25,"throwerSpeed":225,"skipOffered":true}
