cid	uid	sessionid	log_ts
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	89324383-3588-DC97-800B-1E1FDEBEA334	1582541002
1	C8E0CEB7-5737-527A-BEBA-E4C1EE3EE386	A1E3D837-A686-469E-B21A-03001F62521B	1582541105
1	DEBEBA16-9D04-1D4A-074B-F6EDE48C39E1	BBD1F126-A3B3-472E-9408-37168EB782B2	1582541140
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	CADF87F6-3057-1319-470D-6ADB2853E60E	1582541709
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	30FBD84B-830A-B107-9804-6A8806031EFB	1582604623
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	B3388BE2-893D-4272-F236-3BDCD280F75B	1582604886
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	2ED8D3C0-9F89-D047-8B98-0B36D0DF4207	1582605431
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	0710F0C2-5CD4-4D9A-9178-7EDA4F70C665	1582605923
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	8D4A33B8-30FA-087F-EC15-BD5A7AC7E703	1582607040
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	25C03175-A3B2-C8E7-01C1-37F47EC61E99	1582607151
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	94EE98D7-BAEF-073D-EF29-A3C6AFE66AC8	1582607662
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	A47D6BF8-A636-FF23-924A-249A56DD8B84	1582608125
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	751DB65A-9673-CDB2-23C0-4AACAF13B15C	1582608243
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	869248BD-9EE4-B02F-7F48-5D29E26013DA	1582608331
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	52CFC74D-78A8-9922-5311-228749E77761	1582609016
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	34C6C5CC-016C-46F0-EC7A-2B3AA989FD96	1582609485
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	E5E17D4A-B362-7354-A138-EDD9B3820895	1582609648
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	1614DA3E-79CB-0409-3F1E-50109614797B	1582609681
1	37B36CA2-A426-9D26-566A-2E7D8789A936	54B4B453-0D81-4DFC-74DA-CF046003CF5E	1582609776
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	2E45DDC6-3C33-C43B-6873-1226642CFA0A	1582609808
1	37B36CA2-A426-9D26-566A-2E7D8789A936	E110BB14-E621-4DC2-9FDF-95816813E28F	1582609839
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	8AB8D99D-0606-4018-3DDE-E33E871FE860	1582611677
1	37B36CA2-A426-9D26-566A-2E7D8789A936	622666C1-4D17-1F2B-5152-76B13C0D00B7	1582611693
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	45794269-03DB-0B53-8A46-704966537DB9	1582612225
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	AE470C0C-32C5-026F-7D23-078E614B0E19	1582612498
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	D8CC54B7-B3F7-435F-ACB1-3239A2282AAB	1582612899
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	2C1C7548-B9DF-C117-E0B6-F9EBD271C787	1582613375
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	23266969-A319-1D39-67EF-2AF4BB07E364	1582613430
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	1EEA8E15-93FC-E50B-B6C7-EAE685AEA6EE	1582613613
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	3B02C36A-4049-B42A-0E1A-0B44DBF13222	1582613618
1	16EF1D82-445B-EBBE-E67D-9131319E366B	B903426D-F885-62A4-6ADF-9EFC7ECF28E6	1582613656
1	16EF1D82-445B-EBBE-E67D-9131319E366B	16549119-A2DD-8BE8-9B20-E5C8E72B34DD	1582613685
1	16EF1D82-445B-EBBE-E67D-9131319E366B	D4B43AD4-CF3C-1B31-5B0E-EFDBA238C5ED	1582613731
1	16EF1D82-445B-EBBE-E67D-9131319E366B	DF4AF212-D3B0-5D0E-2594-47FCD649F5FC	1582614001
1	16EF1D82-445B-EBBE-E67D-9131319E366B	67016504-0C6B-3365-270D-82CCA14165D9	1582614022
1	16EF1D82-445B-EBBE-E67D-9131319E366B	1143A3D8-6976-8F2D-4B83-6534590FC3DB	1582614047
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	CA3BA61F-AEFE-AF94-A397-A1983DFEBD26	1582614128
1	16EF1D82-445B-EBBE-E67D-9131319E366B	43B5FE79-927B-FE00-F1CB-28B6A4FB560F	1582614204
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	6DC7A980-66FF-DCA3-8D41-49D450BEED06	1582614221
1	16EF1D82-445B-EBBE-E67D-9131319E366B	F6CF524A-A2C4-9643-9538-18D06F5D372C	1582614283
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	A0B10574-7D0D-08C7-45DD-D0E9FE4C1194	1582614310
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	2923BF45-198A-839E-8009-E6CB7F8CB73C	1582614357
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	7F8C793F-B635-E472-7D9B-B394E393B0E1	1582614489
1	16EF1D82-445B-EBBE-E67D-9131319E366B	55479957-9369-BCE8-A4BF-548769FB0A8D	1582614552
1	F591BE87-1B2E-D2C0-7000-68346C0B8F76	CBCF5ABC-C5A4-856C-8B81-F6C05C36D95C	1582614631
1	16EF1D82-445B-EBBE-E67D-9131319E366B	5E60E2AB-011E-62B3-BB47-75DC4D0478F7	1582614698
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	1E53817A-4B04-97C5-25A4-A587A822FED0	1582614819
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	BF40DC8B-1696-98E2-2BD5-A01C93D8C82A	1582615072
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	2E1439D5-AFCD-E6CA-F691-644DA5C1CC90	1582615136
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	54C78C95-DB11-BB27-8C88-62F614706196	1582615282
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	655052D1-47E4-31B6-D50E-ECDC7D26E84E	1582615348
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	CAEDCDB0-361C-8D4E-2A67-5FC4C445642D	1582615443
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	7A9B22F3-0E83-8FF2-D16D-003A976DE15E	1582615938
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	558196AB-42A7-0EFB-B79C-C54CF25ED11C	1582616008
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	B6027CE6-F04F-29DE-BBC1-561F5AC5DAF5	1582616565
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	F02D0F30-74A0-85EB-3229-E2CA63120959	1582616936
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	0492FAF3-38CA-12C7-91FC-6AE6BA5100CC	1582617013
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	5BA75A9D-390C-C568-2BB9-67B4AA6C5EF1	1582617131
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	83B0D329-9421-A1FF-6E5A-678B6108D2ED	1582617186
1	16EF1D82-445B-EBBE-E67D-9131319E366B	DB85DBD9-ED93-9E85-F64F-9AE6CCCA112F	1582617222
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	413D921D-EC2C-84B7-45DD-9394FC7D73FD	1582617313
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	BBB56200-FC17-6969-4BA0-754DBE488D8D	1582617561
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	DA5F0E99-729D-9AC5-A42F-C8139866EC5A	1582617729
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	FE0A2B15-87DD-0C21-D36B-6E11F2CB429C	1582617763
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	4007584E-5932-FF16-066C-097D295C3C42	1582617843
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	FC998B52-06A7-204A-57C5-D6A9F104E887	1582617989
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	6CDE90E4-C3E7-35BF-FD2E-28FF19D47C9D	1582618015
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	2C119825-A79D-6C79-D9CC-E99BB646EE18	1582618217
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	CF936728-D3D1-1637-EF0A-D89A6069A86A	1582618244
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	02CFC0B0-616D-17A2-6B6B-4F681979AA17	1582618280
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	D2B1E362-E24C-CD94-BF68-D5683C685372	1582619139
1	16EF1D82-445B-EBBE-E67D-9131319E366B	AE112E46-5760-D452-3B46-E52E820C6EE7	1582619460
1	16EF1D82-445B-EBBE-E67D-9131319E366B	52F3CCE5-3088-074D-C54E-CCEAACF5E7EF	1582619514
1	16EF1D82-445B-EBBE-E67D-9131319E366B	7CBC4FF0-72C0-6837-0735-B8D49087E322	1582619643
1	16EF1D82-445B-EBBE-E67D-9131319E366B	F62D2958-3CC4-B994-FF7A-8FB1B58B83C6	1582620334
1	16EF1D82-445B-EBBE-E67D-9131319E366B	99375694-7338-9593-BEBB-B01FFD4AA1C2	1582622933
1	16EF1D82-445B-EBBE-E67D-9131319E366B	D6541236-9CA7-548C-70C2-01973D3F91FA	1582623540
1	16EF1D82-445B-EBBE-E67D-9131319E366B	DD5A8327-B230-59F4-BCCF-B193DCAAAD88	1582623698
1	16EF1D82-445B-EBBE-E67D-9131319E366B	E7563568-5B09-7477-E774-FB716E846086	1582623805
1	16EF1D82-445B-EBBE-E67D-9131319E366B	D02434A0-3CFC-9EDF-138A-9CD3D405D455	1582624019
1	16EF1D82-445B-EBBE-E67D-9131319E366B	F26EAE06-29B7-8EDA-25D0-6BBDC720B94C	1582624026
1	16EF1D82-445B-EBBE-E67D-9131319E366B	74F94602-598E-57E7-F3DE-373A1216965B	1582624138
1	16EF1D82-445B-EBBE-E67D-9131319E366B	18023FBD-EFC2-BA94-B72B-22ACF86D74B9	1582624152
1	16EF1D82-445B-EBBE-E67D-9131319E366B	35D46F8C-1E90-C61C-1F1E-E07EACAE7B97	1582624494
1	16EF1D82-445B-EBBE-E67D-9131319E366B	6774DE9E-9571-5F41-E46F-96B68773ED2A	1582624698
1	16EF1D82-445B-EBBE-E67D-9131319E366B	215C7B10-010D-F233-2DAF-5D01775336D6	1582624882
1	16EF1D82-445B-EBBE-E67D-9131319E366B	AB5906C1-8400-EDEC-17DF-2FCDF72F92CC	1582625045
1	16EF1D82-445B-EBBE-E67D-9131319E366B	D01142F7-CD33-89A0-747C-118ADD13FBFE	1582625206
1	16EF1D82-445B-EBBE-E67D-9131319E366B	85D3A135-6FE2-CA89-69BC-C0F06FC5A5D8	1582625384
1	8CB0F1EA-28BA-40C8-9E3B-084C897E0ADF	C15C9271-7B8E-6C32-88A5-CDF2F513EC33	1582653621
1	16EF1D82-445B-EBBE-E67D-9131319E366B	521739B1-38C7-0F11-C7C6-6BB74471A87C	1582654195
