level,player_count
1.1,231
1.2,229
1.3,228
2.1,210
2.2,196
2.3,173
3.1,142
3.2,134
3.3,132
4.1,119
4.2,118
4.3,105
5.1,87
5.2,86
5.3,79
6.1,74
6.2,74
6.3,70
6.4,61
6.5,57
7.1,54
7.2,51
7.3,44
8.1,30
9.1,30
10.1,30
